artist,title
violent femmes,we can do anything
heron oblivion,heron oblivion
anenon,petrol
oranssi pazuzu,vrhtelij
david bowie,bowie at the beeb 
thug entrancer,arcology
la sera,music for listening to music to
quelle chris,lullabies for the broken brain
kedr livanskiy,january sun
lnzndrf,lnzndrf
mr. fingers,outer acid ep
hxlt,hxlt
quilt,plaza
especia,carta
hop along,get disowned 
rome fortune,jerome raheem fortune
yuck,stranger things
na,cellar ep
various artists,god don't never change: the songs of blind willie johnson
"macklemore, ryan lewis",this unruly mess i've made
lucy dacus,no burden
pinkshinyultrablast,grandfeathered
guerilla toss,eraser stargazer
"glenn kotche, so percussion",drumkit quartets
the 1975,"i like it when you sleep, for you are so beautiful yet so unaware of it"
bj the chicago kid,in my mind
john cale,music for a new society
prins thomas,principe del norte
french montana,wave gods
michael jackson,off the wall
various artists,george fest: a night to celebrate the music of george harrison
waco brothers,going down in history
amthst,euphoria ep
crater,talk to me so i can fall asleep
santigold,99
yo gotti,the art of hustle
the snails,songs from the shoebox
the dirty nil,higher power
"james holden, luke abbott",outdoor museum of fractals / 555hz
various artists,star wars headspace
cavern of anti-matter,void beats / invocation trex
teen,love yes
death index,death index
venetian snares,traditional synthesizer music
"jesu, sun kil moon",jesu/sun kil moon
seth bogart,seth bogart
ra ra riot,need your light
"anna homler, steve moshier",breadwoman & other tales
rangda,the heretic's bargain
wild nothing,life of pause
matmos,ultimate care ii
mavis staples,livin' on a high note
jack garratt,phase
michael nau,mowing
moodymann,dj-kicks
mount moriah,how to dance
lushlife,ritualize
brood ma,daze
benny hester,benny...
animal collective,painting with
africaine 808,basar
so pitted,neo
rokia traor,n so
why khaliq,under the perspective tree ep
kanye west,the life of pablo
the skiffle players,skifflin'
cfcf,on vacation
daniel wohl,holographic
eight bells,landless
wiz khalifa,khalifa
boosie badazz,out my feelings (in my past) 
sioux falls,rot forever
two inch astronaut,personal life
moomin,a minor thought
future,evol
abi reimold,wriggling
knxwledge,wraptaypes
lissie,my wild west
matt kivel,janus
elliott smith,heaven adores you soundtrack
pinegrove,cardinal
sicko mobb,super saiyan vol. 3
aluk todolo,voix
various artists,why the mountains are black: primeval greek village music
young thug,i'm up
school of seven bells,sviib
nonkeen,the gamble
gogo penguin,man made object
foxes,all i need
porches,pool
"vic spencer, chris crack",who the fuck is chris spencer??
milk n cookies,milk n cookies box set
jeb loy nichols,long time traveller
essaie pas,demain est une autre nuit
massive attack,ritual spirit ep
eric prydz,opus
cross record,wabi-sabi
nap eyes,thought rock fish scale
alex smoke,love over will
kevin gates,islah
junior boys,big black coat
djds,stand up and speak
black moth super rainbow,seefu lilac
freakwater,scheherazade
various artists,still in a dream: a story of shoegaze 1988-1995
charlie puth,nine track mind
2 chainz,felt like cappin
king,we are king
chester watson,past cloaks
diiv,is the is are
majid jordan,majid jordan
field music,commontime
black tusk,pillars of ash
a pleasure,jream house
rihanna,anti
lucinda williams,the ghosts of highway 20
saul williams,martyrloserking
lion babe,begin
african head charge,my life in a hole in the ground
migos,young rich ni$$a$ 2
sunflower bean,human ceremony
surgeon,from farthest known objects
benji hughes,songs in the key of animals
ulver,atgclvlsscap
sia,this is acting
lee hazlewood,the very special world of lee hazlewood
money,suicide songs
conrad keely,original machines
basement,promise everything
bloc party,hymns
nevermen,nevermen
roly porter,third law
cian nugent,night fiction
various artists,brawther & alixkun present once upon a time in japan
wet,don't you
tindersticks,the waiting room
this heat,this heat
various artists,the sound of durban vol. 1
charlie hilton,palana
majical cloudz,wait & see ep
shearwater,jet plane and oxbow
bonnie prince billy,pond scum
florist,the birds outside sang
pop. 1280,paradise
david bowie,"""heroes"""
david bowie,lodger
david bowie,low
david bowie,diamond dogs
david bowie,young americans
future,purple reign
adrian younge,something about april ii
little simz,age 101: drop x
tory lanez,the new toronto
"snoop dogg, daz dillinger",cuzznz
chairlift,moth
eleanor friedberger,new view
suede,night thoughts
number girl,school girl distortional addict
the high llamas,here come the rattling trees
ty segall,emotional mugger
tortoise,the catastrophist
allan kingdom,northern lights
fat white family,songs for our mothers
daughter,not to disappear
savages,adore life
albert ayler,bells/prophecy
the besnard lakes,a coliseum complex museum
lucrecia dalt,ou
dust,agony planet
kelela,hallucinogen remixes
timbaland,king stays king
krallice,hyperion ep
mila j,covergirl
bloodiest,bloodiest
busta rhymes,the return of the dragon (the abstract went on vacation)
7 year bitch,live at moe
lil bibby,free crack 3
lycus,chasms
petal,shame
various artists,rubble kings: the album
wall,wall ep
richie hawtin,from my mind to yours
witchcraft,nucleus
cozz,nothin personal
lil b,thugged out pissed off
fingers inc.,another side
villagers,where have you been all my life?
paper days,fun for family & friends ep
guy blakeslee,the middle sister
anderson .paak,malibu
julia brown,an abundance of strawberries
mood ii swing,strictly mood ii swing
coldair,the provider
dylan leblanc,cautionary tale
prince,hitnrun phase two
jimi tents,5 o'clock shadow
lil durk,300 days 300 nights
craw,1993-1997
young marco,sorry for the late reply: various remixes for various reasons
david bowie,blackstar
chief keef,nobody 2
willow,ardipithecus
boosie badazz,in my feelings (going' thru it)
mikael tariverdiev,film music
kid cudi,speedin' bullet 2 heaven
kyle hall,from joy
various artists,dreamville ii: revenge of the dreamers
odd nosdam,t r i s h ep
ches smith,the bell
ennio morricone,the hateful eight ost
hinds,leave me alone
august alsina,this thing called life
the soft pink truth,why pay more?
gag,america's greatest hits
pusha t,darkest before dawn
primal scream,screamadelica
"aesop rock, homeboy sandman",lice ep
teenage jesus & the jerks,live 1977-1979
various artists,the revenant ost
archy marshall,a new place 2 drown
wiki,lil me
harmonia,complete works
the spook school,try to be hopeful 
various artists,christians catch hell: gospel roots 1976-79
baroness,purple
rick ross,black market
lizzo,big grrrl small world
pimp c,long live the pimp
g-eazy,when it's dark out
jeremih,late nights: the album
ema,#horror ost
gum,glamorous damage
bing & ruth,city lake
deantoni parks,technoself
various artists,chi-raq ost
the velvet underground,the complete matrix tapes
jennylee,right on!
nadia reid,"listen to formation, look for the signs"
stephan mathieu,before nostromo
bruce springsteen,the ties that bind: the river collection
cass mccombs,"a folk set apart: rarities, b-sides & space junk, etc."
cassie ramone,christmas in reno
laddio bolocko,live and unreleased: 1997-2000
various artists,musique sans paroles
coldplay,a head full of dreams
ilovemakonnen,ilovemakonnen 2
underworld,second toughest in the infants
zora jones,100 ladies ep
lubomyr melnyk,rivers and streams
sunn o))),kannon 
pope francis,wake up!
babyface,return of the tender lover
magic circle,journey blind
diggs duke,civil circus
sophie,product
jlin,free fall ep
swans,white light from the mouth of infinity
jadakiss,top 5 dead or alive
junglepussy,pregnant with success
erykah badu,but you caint use my phone
goldlink,"and after that, we didnt talk"
danny l harle,broken flowers ep
gloria ann taylor,love is a hurtin' thing 
the blue jean committee,catalina breeze
ty segall,ty rex
foo fighters,saint cecilia ep
beat happening,look around
"muja messiah, i self devine",9th house
paranoid london,paranoid london
john coltrane,a love supreme: the complete masters
parquet courts,monastic living ep
doug hream blunt,my name is
punch brothers,the wireless ep
wrekmeister harmonies,night of your ascension
the flaming lips,heady nuggs: 20 years after clouds taste metallic 
dj paypal,sold out
andr bratten,gode
"the body, krieg",the body & krieg
horrendous,anareta
adele,25
natalie prass,side by side ep
kneebody and daedelus,kneedelus
joey anderson,invisible switch
dragged into sunlight / gnaw their tongues,n.v.
jeezy,church in these streets
freddie gibbs,shadow of a doubt
jaala,hard hold
enya,dark sky island
en,city of brides
shye ben tzur / jonny greenwood / the rajasthan express,junun
six organs of admittance,hexadic ii
lotic,agitations
andrew hung,rave cave 2 ep
cavanaugh,time & materials
arca,mutant
kode9,nothing
logic,the incredible true story
f(x),4 walls
kurt stenzel,jodorowskys dune ost
justin bieber,purpose
jamie woon,making time
anna von hausswolff,the miraculous
nef the pharaoh,nef the pharaoh ep
wreckless eric,america
ty dolla $ign,free tc
the pains of being pure at heart,hell ep
james ferraro,skid row
alessia cara,know it all
various artists,parallelogram
a tribe called quest,people's instinctive travels and the paths of rhythm
cool uncle,cool uncle
tim hecker,norberg/apondalifa
jeff lynne's elo,alone in the universe
escort,animal nature
kurt cobain,montage of heck: the home recordings
le1f,riot boi
"talib kweli, 9th wonder",indie 500
"glenn kotche, john luther adams",ilimaq
pinkish black,bottom of the morning
rustie,evenifudontbelieve
frankie cosmos,fit me in ep
puff daddy,mmm
various artists,"ork records: new york, new york"
kate boy,one
grimes,art angels
"connan mockasin, devont hynes",myths 001: collaborative recordings
corrections house,know how to carry a whip
trust fund,seems unfair
white widows pact,true will
oneohtrix point never,garden of delete
bjrk,vulnicura strings
pc worship,basement hysteria
special request,modern warfare eps 1-3
the necks,vertigo
amy winehouse,amy: the original soundtrack
young thug,slime season 2
van morrison,astral weeks
kirk knight,late knight special
foxing,dealer
bob dylan,the cutting edge 1965-1966: the bootleg series volume 12
beach slang,the things we do to find people who feel like us
ellie goulding,delirium
carla morrison,amor supremo 
julien baker,sprained ankle
the velvet underground,loaded: re-loaded 45th anniversary edition
fuzz,ii
joshua abrams,music for life itself & the interrupters
white out,accidental sky
ted hearne,the source
floating points,elaenia
boots,aquaria
"french montana, fetty wap",coke zoo
wolf eyes,i am a problem: mind in pieces
laura stevenson,cocksure
el vy,return to the moon
various artists,[cease & desist] diy! (cult classics from the post-punk era 1978 - 82)
pictureplane,technomancer
mozzy,yellow tape activities
tropic of cancer,stop suffering ep
d.r.a.m.,gahdamn! ep
car seat headrest,teens of style
sun city girls,torch of the mystics
"hieroglyphic being, j.i.t.u. ahn-sahm-buhl",we are not the first
john renbourn,the attic tapes
j dilla,dillatronic
patrick cowley,muscle up
eartheater,rip chrysalis
basic soul unit,under the same sky
yautja,songs of lament ep
"madlib, m.e.d., blu",bad neighbor
christine and the queens,christine and the queens
"dave gahan, soulsavers",angels & ghosts
rabit,communion
long beard,sleepwalker
built to spill,theres nothing wrong with love
the chills,silver bullets
vhl,deeper than sky
luke vibert,bizarster
philip jeck,cardinal
martin courtney,many moons
ty dolla $ign,airplane mode
rival consoles,howl
shining,international blackjazz society
karamika,karamika
!!!,as if
vanessa carlton,liberman
franoise hardy,tous les garons et les filles
g herbo,ballin like im kobe
dan friel,life
the promise ring,nothing feels good
gun outfit,dream all over
wax idols,american tragic
john carpenter,lost themes remixed
panopticon,autumn eternal
joanna newsom,divers
jean-michel jarre,electronica 1: the time machine
olga bell,incitation ep
dj firmeza,alma do meu pai ep
cult leader,lightless walk
beach house,thank your lucky stars
yacht,i thought the future would be cooler
raury,all we need
weyes blood,cardamom times ep
zombi,shape shift
the game,the documentary 2 
sexwitch,sexwitch
the edge of daybreak,eyes of love
zomby,let's jam 1 ep
kowloon walled city,grievances
neon indian,vega intl. night school
doughboyz cashout,bylug world
milo,so the flies don't come
st germain,st germain
windhand,grief's infernal flower
majical cloudz,are you alone?
prins thomas,paradise goulash
dj spinn,off that loud ep
the mantles,all odds end
mga,exercises in futility
deerhunter,fading frontier
drive-by truckers,its great to be alive!
kylesa,exhausting fire
clutch,psychic warfare
cooly g,armz house ep
mogwai,central belters
dilly dally,sore
cara stacey,things that grow
visionist,safe
mild high club,timeline
the decemberists,florasongs ep
mac miller,go:od am
alex g,beach music
steve hauschildt,where all is fled
